"id","scientificName","sourceName","fos","ter","aqu","arb","diet_leaves","diet_flowers","diet_seed","diet_fruit","diet_inv","diet_vert","diurnal","nocturnal","crepuscular","wet_warm","wet_cold","dry_warm","dry_cold","bodymass_value","age_at_maturity_min_y","age_at_maturity_max_y","body_size_mm","size_at_maturity_min_mm","size_at_maturity_max_mm","longevity_max_y","litter_size_min_n","litter_size_max_n","reproductive_output_y","offspring_size_min_mm","offspring_size_max_mm","dir","lar","viv"
"ITIS:1102860","Mannophryne vulcano","Mannophryne vulcano",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:662309","Mannophryne yustizi","Mannophryne yustizi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,30.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661544","Arthroleptis adelphus","Arthroleptis adelphus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:661545","Arthroleptis adolfifriederici","Arthroleptis adolfifriederici",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:661546","Arthroleptis affinis","Arthroleptis affinis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:1102878","Arthroleptis aureoli","Arthroleptis aureoli",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1102890","Arthroleptis bioko","Arthroleptis bioko",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:661547","Arthroleptis bivittatus","Arthroleptis bivittatus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:661548","Arthroleptis brevipes","Arthroleptis brevipes",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:661549","Arthroleptis carquejai","Arthroleptis carquejai",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:773406","Arthroleptis crusculum","Arthroleptis crusculum",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:1102894","Arthroleptis fichika","Arthroleptis fichika",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:661550","Arthroleptis francei","Arthroleptis francei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:773407","Arthroleptis hematogaster","Arthroleptis hematogaster",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:1102874","Arthroleptis kidogo","Arthroleptis kidogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773408","Arthroleptis krokosua","Arthroleptis krokosua",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773409","Arthroleptis lameerei","Arthroleptis lameerei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:1102891","Arthroleptis langeri","Arthroleptis langeri",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773411","Arthroleptis loveridgei","Arthroleptis loveridgei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:773412","Arthroleptis mossoensis","Arthroleptis mossoensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:1102838","Arthroleptis nguruensis","Arthroleptis nguruensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:661551","Arthroleptis nikeae","Arthroleptis nikeae",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:773413","Arthroleptis nimbaensis","Arthroleptis nimbaensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:773414","Arthroleptis nlonakoensis","Arthroleptis nlonakoensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1102871","Arthroleptis palava","Arthroleptis palava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1102847","Arthroleptis perreti","Arthroleptis perreti",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,44.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773415","Arthroleptis phrynoides","Arthroleptis phrynoides",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:661552","Arthroleptis poecilonotus","Arthroleptis poecilonotus",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2.69,0.3,0.4,33.4,20,20,0.3,10,30,2,2.9,2.9,1,0,0
"ITIS:773416","Arthroleptis pyrrhoscelis","Arthroleptis pyrrhoscelis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:661553","Arthroleptis reichei","Arthroleptis reichei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:773417","Arthroleptis schubotzi","Arthroleptis schubotzi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:773418","Arthroleptis spinalis","Arthroleptis spinalis",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:661554","Arthroleptis stenodactylus","Arthroleptis stenodactylus",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,30,80,1,2,2,1,0,0
"ITIS:773419","Arthroleptis stridens","Arthroleptis stridens",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:773420","Arthroleptis sylvaticus","Arthroleptis sylvaticus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:661555","Arthroleptis taeniatus","Arthroleptis taeniatus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:661556","Arthroleptis tanneri","Arthroleptis tanneri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:773421","Arthroleptis troglodytes","Arthroleptis troglodytes",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:661557","Arthroleptis tuberosus","Arthroleptis tuberosus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:661558","Arthroleptis variabilis","Arthroleptis variabilis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:773422","Arthroleptis vercammeni","Arthroleptis vercammeni",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:661559","Arthroleptis wahlbergii","Arthroleptis wahlbergii",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:773423","Arthroleptis xenochirus","Arthroleptis xenochirus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,9,9,1,NA,NA,1,0,0
"ITIS:773424","Arthroleptis xenodactyloides","Arthroleptis xenodactyloides",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,23.8,NA,NA,0.5,13,30,1,4,4,1,0,0
"ITIS:773425","Arthroleptis xenodactylus","Arthroleptis xenodactylus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:773426","Arthroleptis zimmeri","Arthroleptis zimmeri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:661594","Astylosternus batesi","Astylosternus batesi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661595","Astylosternus diadematus","Astylosternus diadematus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661596","Astylosternus fallax","Astylosternus fallax",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661597","Astylosternus laurenti","Astylosternus laurenti",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661598","Astylosternus montanus","Astylosternus montanus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661599","Astylosternus nganhanus","Astylosternus nganhanus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661600","Astylosternus occidentalis","Astylosternus occidentalis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,65.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661601","Astylosternus perreti","Astylosternus perreti",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661602","Astylosternus ranoides","Astylosternus ranoides",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661603","Astylosternus rheophilus","Astylosternus rheophilus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661604","Astylosternus schioetzi","Astylosternus schioetzi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773427","Cardioglossa alsco","Cardioglossa alsco",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661561","Cardioglossa cyaneospila","Cardioglossa cyaneospila",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:661562","Cardioglossa elegans","Cardioglossa elegans",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661563","Cardioglossa escalerae","Cardioglossa escalerae",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661564","Cardioglossa gracilis","Cardioglossa gracilis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661565","Cardioglossa gratiosa","Cardioglossa gratiosa",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661566","Cardioglossa leucomystax","Cardioglossa leucomystax",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773428","Cardioglossa manengouba","Cardioglossa manengouba",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:661567","Cardioglossa melanogaster","Cardioglossa melanogaster",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661568","Cardioglossa nigromaculata","Cardioglossa nigromaculata",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773429","Cardioglossa occidentalis","Cardioglossa occidentalis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,34.8,NA,NA,NA,33,33,NA,2.8,2.8,NA,NA,NA
"ITIS:661569","Cardioglossa oreas","Cardioglossa oreas",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661570","Cardioglossa pulchra","Cardioglossa pulchra",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661571","Cardioglossa schioetzi","Cardioglossa schioetzi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661572","Cardioglossa trifasciata","Cardioglossa trifasciata",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661573","Cardioglossa venusta","Cardioglossa venusta",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661605","Leptodactylodon albiventris","Leptodactylodon albiventris",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661606","Leptodactylodon axillaris","Leptodactylodon axillaris",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661607","Leptodactylodon bicolor","Leptodactylodon bicolor",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661608","Leptodactylodon blanci","Leptodactylodon blanci",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:661609","Leptodactylodon boulengeri","Leptodactylodon boulengeri",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661610","Leptodactylodon bueanus","Leptodactylodon bueanus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661611","Leptodactylodon erythrogaster","Leptodactylodon erythrogaster",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661612","Leptodactylodon mertensi","Leptodactylodon mertensi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661613","Leptodactylodon ornatus","Leptodactylodon ornatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661614","Leptodactylodon ovatus","Leptodactylodon ovatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661615","Leptodactylodon perreti","Leptodactylodon perreti",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661616","Leptodactylodon polyacanthus","Leptodactylodon polyacanthus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773430","Leptodactylodon stevarti","Leptodactylodon stevarti",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661618","Leptodactylodon ventrimarmoratus","Leptodactylodon ventrimarmoratus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661619","Leptodactylodon wildi","Leptodactylodon wildi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661620","Nyctibates corrugatus","Nyctibates corrugatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661621","Scotobleps gabonicus","Scotobleps gabonicus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:661622","Trichobatrachus robustus","Trichobatrachus robustus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:663221","Leptopelis anchietae","Leptopelis anchietae",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:663222","Leptopelis argenteus","Leptopelis argenteus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:663223","Leptopelis aubryi","Leptopelis aubryi",NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,58,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1103698","Leptopelis aubryioides","Leptopelis aubryioides",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663225","Leptopelis bequaerti","Leptopelis bequaerti",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:663226","Leptopelis bocagii","Leptopelis bocagii",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:663227","Leptopelis boulengeri","Leptopelis boulengeri",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:663228","Leptopelis brevipes","Leptopelis brevipes",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:663229","Leptopelis brevirostris","Leptopelis brevirostris",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:663231","Leptopelis bufonides","Leptopelis bufonides",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,1,3.4,3.4,0,1,0
"ITIS:663232","Leptopelis calcaratus","Leptopelis calcaratus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:663233","Leptopelis christyi","Leptopelis christyi",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:663234","Leptopelis concolor","Leptopelis concolor",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:773431","Leptopelis crystallinoron","Leptopelis crystallinoron",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663235","Leptopelis cynnamomeus","Leptopelis cynnamomeus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:663236","Leptopelis fenestratus","Leptopelis fenestratus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:663237","Leptopelis fiziensis","Leptopelis fiziensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:663239","Leptopelis gramineus","Leptopelis gramineus",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:663240","Leptopelis jordani","Leptopelis jordani",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:663241","Leptopelis karissimbensis","Leptopelis karissimbensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,47.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
